Filepath,Label,Source,augmented
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_173262.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_173620.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_174705.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_174731.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_175269.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_175579.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_176200.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_17648.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_177230.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_177799.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_178345.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_178358.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_178853.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_179459.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_180745.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_180990.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_183362.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_184105.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_184682.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_186830.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_18821.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_188974.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_189696.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_190505.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_191120.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_19177.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_193488.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_193863.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_196745.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_196807.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_197357.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_19779.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_198105.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_198153.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_198565.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_199179.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_200697.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_200989.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_201200.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_20161.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_201984.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_20201.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_202924.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_2035.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_204774.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_204791.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_206112.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_206130.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_208484.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_208485.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_209608.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_210917.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_212452.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_212732.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_212748.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_21413.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_214521.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_214538.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_214867.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_214889.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_215988.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_218293.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_218471.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_219183.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_220744.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_221009.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_221057.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_221648.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_22197.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_223010.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_223705.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_223799.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_225229.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_225540.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_227863.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_229541.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_229550.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_229935.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_230866.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_232284.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_236096.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_236251.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_236510.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_237069.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_237864.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_238012.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_238331.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_23839.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_240301.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_240977.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_241069.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_241108.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_241392.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_24200302.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_242626.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_243213.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_243554.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_243889.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_245418.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_24720.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_248930.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_24963.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_249665.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_250000.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_250396.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_250620.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_251042.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_25245.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_254321.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_254820.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_255467.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_255533.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_255913.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_25610.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_258997.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_260100.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_260213.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_262646.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_263028.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_26315.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_264833.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_26527.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_265929.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_266178.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_266370.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_266945.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_267693.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_268064.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_27002.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_270382.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_270647.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_271501.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_271614.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_273021.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_273793.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_274684.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_274864.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_275073.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_275300.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_276179.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_276896.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_277242.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_277489.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_27810.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_278185.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_278732.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_279326.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_279501.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_279676.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_279986.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_280715.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_281662.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_281849.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_283950.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_284260.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_284282.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_285156.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_2862.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_28660.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_287643.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_288192.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_289279.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_290341.jpg,basophil,Original,0
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_294650.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_296272.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_296311.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_296615.jpg,basophil,Original,1
/Users/n0721059/DataScientest/Projects/blood-cell-classification/data/raw/basophil/BA_297732.jpg,basophil,Original,1
